,name,id,gender,birthday,deathday,hometown,location,nationality,sortable_name,slug,problem
172,After Winslow Homer,515b14469562c86fb8000937,no-info,1836,1910,no-info,no-info,American,After Winslow Homer,after-winslow-homer,
173,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
174,Wilhelm Lehmbruck,4debc975c93af40001001d96,male,1881,1919,"Duisburg, Germany","Berlin, Germany",German,Lehmbruck Wilhelm,wilhelm-lehmbruck,
175,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
176,Wilhelm Lehmbruck,4debc975c93af40001001d96,male,1881,1919,"Duisburg, Germany","Berlin, Germany",German,Lehmbruck Wilhelm,wilhelm-lehmbruck,
177,Frank Duveneck,4f5f64c13b555230ac0001c8,male,1848,1919,"Covington, OH, USA","Cincinnati, OH, USA",American,Duveneck Frank,frank-duveneck,
178,Alexandre-Gabriel Decamps,515b178e38ad2d78ca0009cd,male,1803,1860,"Paris, France","Paris, France",French,Decamps Alexandre-Gabriel,alexandre-gabriel-decamps,
179,John Gould and H.C. Richter,515b178e056351dc33000cda,male,1804,1881,no-info,"London, UK",English,John Gould and H.C. Richter,john-gould-and-hc-richter,
180,After Andrea Mantegna,515bb61fea092f003c001183,no-info,no-info,no-info,no-info,no-info,no-info,After Andrea Mantegna,after-andrea-mantegna,
181,Katharina Prestel after Abraham Bloemaert,515b17909562c86fb8000af3,no-info,no-info,no-info,no-info,no-info,no-info,Katharina Prestel after Abraham Bloemaert,katharina-prestel-after-abraham-bloemaert,
182,Elbridge Kingsley,515b1791056351dc33000cf8,no-info,no-info,no-info,no-info,no-info,no-info,Kingsley Elbridge,elbridge-kingsley,
183,Jean Daullé and Simon Francois Ravenet I after Jean-Étienne Liotard,515b17939562c8fee2000aab,no-info,no-info,no-info,no-info,no-info,no-info,Jean Daullé and Simon Francois Ravenet I after Jean-Étienne Liotard,jean-daulle-and-simon-francois-ravenet-i-after-jean-etienne-liotard,
184,Cornelis Ploos van Amstel and Johannes Kornlein after Sir Anthony van Dyck,515b17939562c86fb8000b08,no-info,no-info,no-info,no-info,no-info,no-info,Cornelis Ploos van Amstel and Johannes Kornlein after Sir Anthony van Dyck,cornelis-ploos-van-amstel-and-johannes-kornlein-after-sir-anthony-van-dyck,
185,Louis-Marin Bonnet,515b0e1c9562c8fee20005a7,no-info,no-info,no-info,no-info,no-info,no-info,Bonnet Louis-Marin,louis-marin-bonnet,
186,Cornelis Ploos van Amstel after Herman Saftleven,515b17959562c8fee2000ab9,no-info,no-info,no-info,no-info,no-info,no-info,Cornelis Ploos van Amstel after Herman Saftleven,cornelis-ploos-van-amstel-after-herman-saftleven,
187,Cornelis Ploos van Amstel and Johannes Kornlein after Nicolaes Pietersz Berchem,515b179a223afae9a50009af,no-info,no-info,no-info,no-info,no-info,no-info,Cornelis Ploos van Amstel and Johannes Kornlein after Nicolaes Pietersz Berchem,cornelis-ploos-van-amstel-and-johannes-kornlein-after-nicolaes-pietersz-berchem,
188,John Gould and H.C. Richter,515b178e056351dc33000cda,male,1804,1881,no-info,"London, UK",English,John Gould and H.C. Richter,john-gould-and-hc-richter,
189,John Baptist Jackson after Jacopo Bassano,515b179d9562c86fb8000b2b,no-info,no-info,no-info,no-info,no-info,no-info,John Baptist Jackson after Jacopo Bassano,john-baptist-jackson-after-jacopo-bassano,
190,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
191,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
192,Daniel Hopfer I,515b079f05635113a5000355,no-info,no-info,no-info,no-info,no-info,no-info,Daniel Hopfer I,daniel-hopfer-i,
193,Francisco de Goya,4d8b92b44eb68a1b2c0003fe,male,1746,1828,"Fuendetodos, Spain","Madrid, Spain",Spanish,Goya Francisco de,francisco-de-goya,
194,Allart van Everdingen,515b04339562c86fb8000117,no-info,no-info,no-info,no-info,no-info,no-info,Allart van Everdingen,allart-van-everdingen,
195,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
196,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
197,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
198,Allart van Everdingen,515b04339562c86fb8000117,no-info,no-info,no-info,no-info,no-info,no-info,Allart van Everdingen,allart-van-everdingen,
199,Édouard Vuillard,4eb3074a248a260001000250,male,1868,1940,"Cuiseaux, France","Paris, France",French,Vuillard Édouard,edouard-vuillard,
200,David Lucas after John Constable,515b079f38ad2dfc7700015c,no-info,no-info,no-info,no-info,no-info,no-info,David Lucas after John Constable,david-lucas-after-john-constable,
201,Wenceslaus Hollar after Hans Holbein the Younger after Abraham van Diepenbeeck,515b111f38ad2dfc770006d0,no-info,no-info,no-info,no-info,no-info,no-info,Wenceslaus Hollar after Hans Holbein the Younger after Abraham van Diepenbeeck,wenceslaus-hollar-after-hans-holbein-the-younger-after-abraham-van-diepenbeeck,
202,Auguste Lepère,5159f193a13947dd1d00005d,male,1849,1918,"Paris, France",no-info,French,Lepère Auguste,auguste-lepere,
203,John Gould and H.C. Richter,515b178e056351dc33000cda,male,1804,1881,no-info,"London, UK",English,John Gould and H.C. Richter,john-gould-and-hc-richter,
204,Carlo Lasinio,515b112a056351dc33000942,male,1759,1838,no-info,no-info,no-info,Lasinio Carlo,carlo-lasinio,
205,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
206,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
207,Francisco de Goya,4d8b92b44eb68a1b2c0003fe,male,1746,1828,"Fuendetodos, Spain","Madrid, Spain",Spanish,Goya Francisco de,francisco-de-goya,
208,Constetin von Ettinghausen and Alois Pokorny,515b1ac89562c86fb8000d08,no-info,no-info,no-info,no-info,no-info,no-info,Constetin von Ettinghausen and Alois Pokorny,constetin-von-ettinghausen-and-alois-pokorny,
209,After Thomas Rowlandson,515b1ac99562c8fee2000c87,no-info,no-info,no-info,no-info,no-info,no-info,After Thomas Rowlandson,after-thomas-rowlandson,
210,George Loring Brown,515b1aca223afa7c74000775,male,1814,1889,"Boston, MA, USA","Boston, MA, USA",American,George Loring Brown,george-loring-brown,
211,Thomas Rowlandson,515b045b9562c8fee20000d5,male,1756,1827,"London, UK","London, UK",British,Rowlandson Thomas,thomas-rowlandson,
212,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
213,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
214,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
215,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
216,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
217,Maria Denman after John Flaxman,515b0e1d38ad2dfc77000563,no-info,no-info,no-info,no-info,no-info,no-info,Maria Denman after John Flaxman,maria-denman-after-john-flaxman,
218,Auguste Lepère,5159f193a13947dd1d00005d,male,1849,1918,"Paris, France",no-info,French,Lepère Auguste,auguste-lepere,
219,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
220,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
221,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
222,Thomas Rowlandson,515b045b9562c8fee20000d5,male,1756,1827,"London, UK","London, UK",British,Rowlandson Thomas,thomas-rowlandson,
223,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
224,Rodolphe Bresdin,515b1440056351dc33000afc,male,1822,1898,no-info,no-info,no-info,Bresdin Rodolphe,rodolphe-bresdin,
225,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
226,David Lucas after John Constable,515b079f38ad2dfc7700015c,no-info,no-info,no-info,no-info,no-info,no-info,David Lucas after John Constable,david-lucas-after-john-constable,
227,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
228,Auguste Lepère,5159f193a13947dd1d00005d,male,1849,1918,"Paris, France",no-info,French,Lepère Auguste,auguste-lepere,
229,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
230,John Gould and H.C. Richter,515b178e056351dc33000cda,male,1804,1881,no-info,"London, UK",English,John Gould and H.C. Richter,john-gould-and-hc-richter,
231,Charles Meryon,515b07a3223afa7ea8000173,male,1821,1868,"Paris, France",no-info,French,Meryon Charles,charles-meryon,
232,David Lucas after John Constable,515b079f38ad2dfc7700015c,no-info,no-info,no-info,no-info,no-info,no-info,David Lucas after John Constable,david-lucas-after-john-constable,
233,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
234,Johannes and Lucas van Doetechum after Master of the Small Landscapes,515b0afc223afa7ea800031f,no-info,no-info,no-info,no-info,no-info,no-info,Johannes and Lucas van Doetechum after Master of the Small Landscapes,johannes-and-lucas-van-doetechum-after-master-of-the-small-landscapes,
235,Camille Pissarro,4eb2e9d26e2a5c0001008d80,male,1830,1903,"Charlotte Amalie, St. Thomas, U.S. Virgin Islands","Paris, France",French,Pissarro Camille,camille-pissarro,
236,Giovanni Vendramini after Francis Wheatley,515b1dfe38ad2dfc77000dd7,no-info,no-info,no-info,no-info,no-info,no-info,Giovanni Vendramini after Francis Wheatley,giovanni-vendramini-after-francis-wheatley,
237,Pierre Simon II after John Verelst,515b1e029562c8fee2000eac,no-info,no-info,no-info,no-info,no-info,no-info,Pierre Simon II after John Verelst,pierre-simon-ii-after-john-verelst,
238,Charles Maurand after Honoré Daumier,515b1dff223afa7c74000904,no-info,no-info,no-info,no-info,no-info,no-info,Charles Maurand after Honoré Daumier,charles-maurand-after-honore-daumier,
239,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
240,Auguste Lepère,5159f193a13947dd1d00005d,male,1849,1918,"Paris, France",no-info,French,Lepère Auguste,auguste-lepere,
241,Julian Alden Weir,4d8b92984eb68a1b2c00029e,male,1852,1919,"West Point, NY, USA","Connecticut, USA",American,Weir Julian Alden,julian-alden-weir,
242,Jacques-Philippe Le Bas and Jean Eric Rehn after Jean-Baptiste Oudry,515b1129223afae9a500060f,no-info,no-info,no-info,no-info,no-info,no-info,Jacques-Philippe Le Bas and Jean Eric Rehn after Jean-Baptiste Oudry,jacques-philippe-le-bas-and-jean-eric-rehn-after-jean-baptiste-oudry,
243,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
244,Thomas Rowlandson,515b045b9562c8fee20000d5,male,1756,1827,"London, UK","London, UK",British,Rowlandson Thomas,thomas-rowlandson,
245,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
246,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
247,Hans Wechtlin I,515b079e223afa7ea800014a,no-info,no-info,no-info,no-info,no-info,no-info,Hans Wechtlin I,hans-wechtlin-i,
248,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
249,After Giovanni Fortuna,5a385c279c18db5342df6fba,,no-info,no-info,no-info,no-info,no-info,After Giovanni Fortuna,after-giovanni-fortuna,
250,After Alexander Wilson,5a20e634a09a675e0609ce73,,no-info,no-info,no-info,no-info,no-info,After Alexander Wilson,after-alexander-wilson,
251,Jean-François Janinet after Giovanni Paolo Panini,515b212a223afae9a5000ea7,no-info,no-info,no-info,no-info,no-info,no-info,Jean-François Janinet after Giovanni Paolo Panini,jean-francois-janinet-after-giovanni-paolo-panini,
252,Theodore Roussel,515b212a38ad2d78ca000ed5,male,1847,1926,"Lorient, France","London, UK",French,Roussel Theodore,theodore-roussel,
253,Cornelis Ploos van Amstel and Cornelis Brouwer after Ludolf Backhuysen,515b212a9562c8fee2000ff2,no-info,no-info,no-info,no-info,no-info,no-info,Cornelis Ploos van Amstel and Cornelis Brouwer after Ludolf Backhuysen,cornelis-ploos-van-amstel-and-cornelis-brouwer-after-ludolf-backhuysen,
254,Antonio Maria Zanetti I,515b212a38ad2dfc77000f4b,male,1680,1757,"Venice, Italy","Venice, Italy",Italian,Antonio Maria Zanetti I,antonio-maria-zanetti-i,
255,Pierre-Michel Alix after Jean-François Garnerey after Louis Michel Van Loo,515b212a38ad2dfc77000f52,no-info,no-info,no-info,no-info,no-info,no-info,Pierre-Michel Alix after Jean-François Garnerey after Louis Michel Van Loo,pierre-michel-alix-after-jean-francois-garnerey-after-louis-michel-van-loo,
256,Quentin-Pierre Chedel after Jean-Baptiste Oudry,515b212c05635113a50012ff,no-info,no-info,no-info,no-info,no-info,no-info,Quentin-Pierre Chedel after Jean-Baptiste Oudry,quentin-pierre-chedel-after-jean-baptiste-oudry,
257,Francesco Bartolozzi after Sir Joshua Reynolds,515b212d38ad2dfc77000f60,no-info,no-info,no-info,no-info,no-info,no-info,Francesco Bartolozzi after Sir Joshua Reynolds,francesco-bartolozzi-after-sir-joshua-reynolds,
258,Quentin-Pierre Chedel after Jean-Baptiste Oudry,515b212c05635113a50012ff,no-info,no-info,no-info,no-info,no-info,no-info,Quentin-Pierre Chedel after Jean-Baptiste Oudry,quentin-pierre-chedel-after-jean-baptiste-oudry,
259,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
260,Adrien Manglard,50eaee531f4a9ee55d00003d,male,1695,1760,"Lyon, France","Rome, Italy",French,Manglard Adrien,adrien-manglard,
261,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
262,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
263,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
264,Nicolaes Pietersz Berchem,515b111e38ad2d78ca000619,male,1620,1683,no-info,no-info,Dutch,Nicolaes Pietersz Berchem,nicolaes-pietersz-berchem,
265,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
266,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
267,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
268,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
269,George Scharf after John Flaxman,515b0aec223afa7ea80002fb,no-info,no-info,no-info,no-info,no-info,no-info,George Scharf after John Flaxman,george-scharf-after-john-flaxman,
270,Allart van Everdingen,515b04339562c86fb8000117,no-info,no-info,no-info,no-info,no-info,no-info,Allart van Everdingen,allart-van-everdingen,
271,Pierre-Michel Alix after Jean-François Garnerey,515b212d38ad2dfc77000f6e,no-info,no-info,no-info,no-info,no-info,no-info,Pierre-Michel Alix after Jean-François Garnerey,pierre-michel-alix-after-jean-francois-garnerey,
272,Pierre-Michel Alix after Jean-François Garnerey,515b212d38ad2dfc77000f6e,no-info,no-info,no-info,no-info,no-info,no-info,Pierre-Michel Alix after Jean-François Garnerey,pierre-michel-alix-after-jean-francois-garnerey,
273,Charles Meryon,515b07a3223afa7ea8000173,male,1821,1868,"Paris, France",no-info,French,Meryon Charles,charles-meryon,
274,"Johannes van Doetechum, the Elder and Lucas van Doetechum after Master of the Small Landscapes",515b042d38ad2dfc7700001b,no-info,no-info,no-info,no-info,no-info,no-info,"Johannes van Doetechum, the Elder and Lucas van Doetechum after Master of the Small Landscapes",johannes-van-doetechum-the-elder-and-lucas-van-doetechum-after-master-of-the-small-landscapes,
275,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
276,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
277,Johannes and Lucas van Doetechum after Master of the Small Landscapes,515b0afc223afa7ea800031f,no-info,no-info,no-info,no-info,no-info,no-info,Johannes and Lucas van Doetechum after Master of the Small Landscapes,johannes-and-lucas-van-doetechum-after-master-of-the-small-landscapes,
278,Workshop of Master of the Stoeger Passion,515b246238ad2d3bc5000037,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Master of the Stoeger Passion,workshop-of-master-of-the-stoeger-passion,
279,Georges Rouget after Gustave Doré,515b24639562c8fee2001195,no-info,no-info,no-info,no-info,no-info,no-info,Georges Rouget after Gustave Doré,georges-rouget-after-gustave-dore,
280,Henry Singleton,515b246538ad2d3bc5000059,male,1766,1839,"London, UK",no-info,no-info,Singleton Henry,henry-singleton,
281,"Louis-Marin Bonnet after Jean-Baptiste Hüet, I",515b2466056351dc330013e5,no-info,no-info,no-info,no-info,no-info,no-info,"Louis-Marin Bonnet after Jean-Baptiste Hüet, I",louis-marin-bonnet-after-jean-baptiste-huet-i,
